id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5641624,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,27968003,Diana,,78705,30.29173,-97.74494,Private room,150,1,1,2015-03-15,0.01,2,0,0,
6570493,Home in Austin · ★4.89 · Studio · 2 beds · 1 bath,32535697,Chet,,78703,30.27907,-97.75143,Entire home/apt,104,2,414,2023-06-07,4.24,7,91,42,
5641633,Rental unit in Austin · Studio · 1 bed · 1 bath,29122242,Marco,,78704,30.23921,-97.75739,Entire home/apt,200,1,0,,,2,0,0,
5641970,Rental unit in Austin · Studio · 1 bed · 1 bath,17805779,Brittany,,78705,30.28746,-97.74792,Entire home/apt,275,3,0,,,1,0,0,
6572544,Home in Austin · 2 bedrooms · 3 beds · 2 baths,34375103,Camp,,78725,30.24841,-97.56062,Entire home/apt,1200,1,0,,,1,0,0,
5647599,Rental unit in Austin · Studio · 2 beds · 1 bath,29238839,Karen,,78731,30.30929,-97.75231,Entire home/apt,125,1,1,2015-03-23,0.01,1,0,0,
6584889,Home in Austin · ★4.79 · 1 bedroom · 1 bed · 1 bath,425706,Robert,,78723,30.31502,-97.69379,Entire home/apt,125,30,39,2023-05-07,0.40,3,69,6,
5648485,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,29272703,Matt,,78731,30.35017,-97.75385,Entire home/apt,199,1,0,,,1,0,0,
6586376,Rental unit in Austin · ★4.87 · Studio · 2 beds · 1 bath,34450465,Thomas,,78729,30.46974,-97.77796,Entire home/apt,65,2,56,2020-12-29,0.58,1,0,0,
6586413,Rental unit in Austin · ★4.43 · 1 bedroom · 1 bed · 1 bath,9339002,Alexandria,,78703,30.27497,-97.75456,Entire home/apt,238,3,8,2017-10-16,0.09,1,0,0,
5649246,Rental unit in Austin · 2 bedrooms · 2 beds · 1 bath,3177756,Caroline,,78751,30.31538,-97.73363,Entire home/apt,200,1,0,,,2,0,0,
6590801,Home in Austin · ★4.91 · 2 bedrooms · 2 beds · 2.5 baths,14609087,Litt,,78702,30.2806,-97.71204,Entire home/apt,199,2,274,2023-04-23,3.27,1,18,7,
5649699,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,18524564,Mandy,,78704,30.23143,-97.76656,Entire home/apt,30,1,0,,,1,0,0,
6603660,Home in Austin · ★4.93 · Studio · 1 bed · 1 bath,10293287,Ann,,78705,30.29805,-97.73215,Entire home/apt,151,1,90,2023-05-11,0.97,3,336,9,
5650946,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,3136649,Taylor,,78704,30.22845,-97.76798,Entire home/apt,500,1,0,,,1,0,0,
6608652,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,26607889,Rachel,,78704,30.23376,-97.7911,Entire home/apt,130,1,0,,,1,0,0,
6612246,Guest suite in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,1439593,Michael,,78702,30.26747,-97.72034,Entire home/apt,94,1,548,2023-05-14,5.61,1,0,54,
5651347,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,3177756,Caroline,,78751,30.31367,-97.73508,Private room,150,1,0,,,2,0,0,
5652198,Rental unit in Austin · ★4.67 · 1 bedroom · 3 beds · 2 shared baths,29292553,Jacob,,78741,30.23216,-97.72807,Shared room,75,1,3,2015-03-23,0.03,1,0,0,
