Open,High,Low,Close,Adj Close,Volume
206.3800048828125,206.8800048828125,204.17999267578125,205.42999267578125,176.13462829589844,121465900
204.1699981689453,204.3699951171875,201.35000610351562,201.72000122070312,172.9536895751953,169632600
202.08999633789062,202.72000122070312,198.86000061035156,199.82000732421875,171.32464599609375,209151400
201.4199981689453,202.72000122070312,200.8800048828125,202.30999755859375,173.45956420898438,125346700
204.00999450683594,206.16000366210938,203.99000549316406,205.89999389648438,176.53759765625,147217800
206.39999389648438,206.4199981689453,203.50999450683594,204.25,175.12289428710938,158567300
204.41000366210938,204.60000610351562,201.9199981689453,202.64999389648438,173.7510986328125,144396100
204.1199951171875,205.47999572753906,200.50999450683594,202.0800018310547,173.26235961914062,214553300
199.64999389648438,201.10000610351562,198.57000732421875,200.86000061035156,172.21633911132812,192991100
201.6300048828125,202.00999450683594,198.8800048828125,199.02000427246094,170.63877868652344,176613900
198.77000427246094,201.82000732421875,198.5500030517578,201.6300048828125,172.8765411376953,211879600
202.39999389648438,202.72000122070312,200.1699981689453,202.05999755859375,173.2451629638672,130991100
201.5,203.66000366210938,200.94000244140625,203.0800018310547,174.11972045898438,122942700
203.99000549316406,206.25999450683594,202.3300018310547,206.10000610351562,176.70909118652344,174356000
205.7899932861328,206.10000610351562,204.80999755859375,204.97000122070312,175.74020385742188,117516800
204.7100067138672,205.55999755859375,203.85000610351562,205.4499969482422,176.15176391601562,92009700
202.97000122070312,204.1199951171875,201.74000549316406,202.74000549316406,173.82823181152344,134044600
204.1699981689453,204.2899932861328,199.91000366210938,200.13999938964844,171.59896850585938,168514300
200.3800048828125,202.3000030517578,198.67999267578125,201.99000549316406,173.18516540527344,173585400
200.57000732421875,202.1699981689453,199.1300048828125,199.4499969482422,171.0074005126953,197729700
200.0500030517578,202.02999877929688,197.86000061035156,201.9199981689453,173.12518310546875,163107000
203.0,204.85000610351562,202.5500030517578,204.83999633789062,175.6287384033203,124212900
203.9199981689453,205.3800048828125,203.50999450683594,204.05999755859375,174.96002197265625,134306700
204.86000061035156,206.3000030517578,204.77000427246094,206.1199951171875,176.7262420654297,97953200
206.55999755859375,207.24000549316406,204.9199981689453,205.5500030517578,176.23756408691406,125672000
204.77000427246094,205.63999938964844,204.13999938964844,204.6300048828125,175.44871520996094,87219000
205.8800048828125,207.1199951171875,204.67999267578125,206.80999755859375,177.3177947998047,96164200
206.61000061035156,207.4499969482422,205.8300018310547,206.92999267578125,177.42074584960938,91087800
207.88999938964844,208.99000549316406,206.97000122070312,208.9199981689453,179.12692260742188,97545900
209.07000732421875,209.83999633789062,208.75999450683594,209.77999877929688,179.86431884765625,93670400
209.39999389648438,210.32000732421875,209.10000610351562,210.11000061035156,180.147216796875,76968200
209.66000366210938,210.22000122070312,209.33999633789062,210.1300048828125,180.16439819335938,80652900
209.41000366210938,210.4199981689453,209.24000549316406,209.97999572753906,180.03575134277344,91462500
209.47999572753906,211.3300018310547,208.72999572753906,211.24000549316406,181.11605834960938,140896400
210.94000244140625,211.2100067138672,210.47999572753906,211.2100067138672,181.0903778076172,74411100
211.1199951171875,212.0500030517578,210.75999450683594,211.80999755859375,181.60479736328125,72472300
211.66000366210938,212.24000549316406,211.22000122070312,211.6300048828125,181.45046997070312,73061700
211.52000427246094,211.7100067138672,210.64999389648438,211.3800048828125,181.23611450195312,72697900
211.25999450683594,211.5800018310547,210.60000610351562,210.66000366210938,180.61883544921875,108076000
210.77999877929688,212.05999755859375,210.72000122070312,211.99000549316406,181.75912475585938,87491400
211.47000122070312,212.0500030517578,210.0800018310547,211.1199951171875,181.01316833496094,110325800
210.39999389648438,210.49000549316406,209.05999755859375,210.22999572753906,180.25010681152344,114497200
210.6199951171875,210.8000030517578,209.85000610351562,210.4600067138672,180.4473114013672,76873000
209.4199981689453,209.94000244140625,207.10000610351562,207.5,177.90945434570312,188128000
207.74000549316406,208.7899932861328,207.5500030517578,208.36000061035156,178.64683532714844,89818900
206.7100067138672,206.80999755859375,204.92999267578125,204.97999572753906,175.748779296875,157121300
205.2899932861328,205.5,204.39999389648438,204.5,175.33724975585938,110145700
205.25999450683594,207.17999267578125,205.1999969482422,207.10000610351562,177.5664825439453,93993500
206.77000427246094,207.92999267578125,204.5800018310547,205.8300018310547,176.4775848388672,162410900
206.7100067138672,208.69000244140625,205.86000061035156,208.5800018310547,178.83541870117188,136099200
207.69000244140625,208.4199981689453,206.97999572753906,207.9600067138672,178.3038330078125,94510400
207.38999938964844,211.27000427246094,206.6199951171875,210.4600067138672,180.4473114013672,228808500
209.9600067138672,210.47000122070312,209.02999877929688,209.5,179.6242218017578,117917300
209.7100067138672,211.02000427246094,209.49000549316406,210.41000366210938,181.20974731445312,177715100
210.4199981689453,211.11000061035156,210.0,210.0,180.8566131591797,71784500
209.85000610351562,210.39999389648438,208.74000549316406,208.82000732421875,179.8404083251953,77805300
