PID,ZIPCODE,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,YR_REMOD,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_KITCH,R_KITCH_STYLE,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW
2001047000,2131,Y,421500,5492,1880,0,1208,2,R,CL,G,A,7,3,2,0,M,1,M,W,N,0,A,A,A,N,A
1809065002,2136,Y,197800,1312,1915,0,933,1.5,R,CV,G,W,5,3,1,0,N,1,N,F,N,0,A,A,A,N,A
1801418000,2136,Y,317400,5000,1950,0,1614,2,R,CL,L,W,6,3,2,1,S,1,S,W,N,1,A,A,A,N,A
2010776008,2132,Y,323700,6781,1956,0,1000,1,R,RN,G,M,5,3,1,0,N,1,S,W,C,1,A,A,A,N,A
1806954004,2136,Y,304700,5607,1957,0,1008,1,R,CP,G,M,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A
1103503000,2130,Y,379400,2550,1880,0,1080,2,R,CL,G,M,4,2,1,0,N,1,N,F,N,0,A,F,F,N,A
1804216000,2136,Y,305800,4660,1948,0,1152,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,G,N,A
1812459000,2136,Y,341600,5000,1950,0,1460,1.5,R,CP,G,M,7,3,2,0,S,1,S,F,N,1,A,A,A,N,A
1803905000,2136,Y,264400,3040,1968,0,1254,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1810460000,2136,Y,386000,5540,1890,0,1876,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,G,A,A,N,A
1806936000,2136,Y,340900,7523,1900,1960,1855,2,R,CL,G,M,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A
1811241000,2136,Y,367000,4950,1900,0,2636,2,R,CV,M,F,9,4,1,0,S,1,S,F,N,0,F,A,A,N,A
2008491000,2132,Y,272000,5000,1922,0,954,1,R,BW,G,A,5,2,1,0,N,1,N,W,N,0,A,A,F,N,A
2006309000,2132,Y,512500,3430,1940,2016,1458,2,R,CL,G,M,7,3,1,1,M,1,M,W,C,1,A,G,G,N,A
2004947000,2131,Y,434000,5000,1954,0,1461,1.5,R,CP,S,W,7,2,2,0,S,1,S,W,N,1,A,A,A,N,A
2004708000,2131,Y,638800,4800,1910,0,3297,2,R,CL,G,M,9,4,1,1,M,1,M,F,N,0,A,A,A,N,A
1801367000,2136,Y,318600,4686,1915,0,1269,1.5,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
2002060000,2132,Y,535300,5356,1930,2008,1344,2,R,CL,G,W,6,3,1,1,M,1,M,W,N,1,A,A,G,N,A
2010557000,2132,Y,366500,9100,1950,0,768,1,R,RN,H,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1703249000,2124,N,307500,4476,1931,1950,1620,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A
2003283000,2132,N,479300,10782,1991,0,2014,1,R,RR,G,M,9,4,1,1,S,1,S,W,N,1,A,A,A,N,A
2007696000,2132,Y,348300,5180,1915,0,988,1,R,BW,G,M,5,2,1,0,N,1,N,W,N,0,A,A,A,N,A
2006707002,2132,Y,547300,10915,1930,0,1380,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2010142000,2132,Y,387700,4508,1960,0,1346,1.5,R,CP,G,M,6,4,1,1,S,1,S,W,C,1,A,A,A,N,A
1806719100,2131,Y,262000,6240,1920,0,1314,1.5,R,CV,G,M,7,4,2,0,M,1,S,W,N,0,A,A,A,N,A
2008495000,2132,Y,405000,4985,1930,0,1462,1,R,BW,G,A,8,3,2,0,S,1,M,W,N,0,A,A,A,N,A
1404209001,2124,N,260900,2957,1935,0,1320,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2009075000,2132,Y,316200,3376,1953,0,850,1,R,CP,G,B,4,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1902791000,2130,Y,549100,8806,1950,0,1086,1,R,RN,H,M,6,3,1,1,S,1,S,W,N,1,A,A,G,N,G
2009347000,2132,Y,361400,6469,1950,0,1042,1,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A
1902412000,2130,Y,1080100,5600,1935,2001,2722,2,R,CL,H,F,9,4,2,1,L,1,L,F,C,1,G,G,G,E,A
2003805000,2132,Y,472500,5460,1940,2003,1540,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,G,G,A,N,A
1810029000,2136,Y,312300,6250,1950,0,1503,1.5,R,CV,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1807642000,2136,Y,369500,5900,1935,1978,1985,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,G,A,A,N,A
1807441000,2131,Y,245900,4800,1945,0,1112,1,R,RN,G,M,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A
1808152001,2136,Y,323700,4957,1920,2006,1316,1.5,R,CP,G,M,7,3,1,0,S,1,N,W,N,1,G,A,A,N,A
1700891000,2124,Y,546800,6144,1925,2005,2482,2,R,CL,L,A,9,6,2,0,S,1,M,W,N,2,A,A,G,N,A
2002717000,2132,Y,353200,4400,1956,0,960,1,R,RN,G,W,5,3,1,0,N,1,N,F,N,0,A,A,A,N,A
1900035010,2130,Y,642600,3805,1997,2010,1624,2,R,CL,G,M,6,3,1,1,M,1,M,F,C,0,A,A,G,N,A
1604695000,2124,Y,488200,3600,1935,0,1583,2,R,CL,H,W,6,3,2,0,M,1,M,W,N,1,A,A,A,N,A
1812268039,2136,Y,331800,5956,1950,0,1507,1,R,RR,G,W,7,3,1,1,M,1,M,F,C,0,A,A,A,N,A
2007424000,2132,Y,448700,4650,1950,0,1523,1,R,CP,G,M,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1805224010,2131,Y,462100,5250,1920,2009,1690,2,R,CL,G,W,8,4,2,0,M,2,S,W,N,1,A,A,A,N,A
2012212000,2132,Y,367700,6000,1960,0,1555,1,R,RR,G,M,7,3,1,1,S,2,S,W,N,1,A,A,A,N,A
1804680000,2131,Y,367200,4375,1900,1980,1306,2,R,CL,H,M,7,4,1,0,S,1,N,W,N,0,A,A,A,N,A
1702584000,2124,Y,442700,6589,1930,0,1948,2,R,CL,G,B,8,4,1,1,S,1,S,F,N,0,A,A,G,N,A
1703327000,2124,Y,439900,4268,1935,2002,1392,2,R,CL,G,W,7,3,1,1,M,1,S,W,N,1,G,G,G,N,A
1812282170,2136,Y,296600,5516,1955, ,1906,1,R,RR,G,M,5,3,1,1,S,2,S,F,C,0,A,A,A,N,A
1703525000,2124,Y,558700,8039,1910,0,2930,2,R,CL,G,M,10,4,3,0,S,1,S,W,N,0,A,A,G,N,A
1811935000,2136,Y,444100,6250,1900,2008,2289,1.5,R,CV,G,M,7,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1402934000,2124,N,136100,2971,1920,0,1248,2,R,CL,G,M,7,4,1,0,N,1,N,W,N,0,F,F,F,N,A
2003484000,2132,Y,568100,8119,1938,0,1600,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,G,G,N,A
1812570001,2136,Y,329800,6295,1947,2007,1728,1,R,RR,G,M,5,3,2,0,M,1,S,W,C,2,A,A,A,N,A
1807138000,2136,Y,324000,5000,1955,0,1224,1.5,R,CP,G,M,7,4,1,1,S,1,S,F,N,1,A,A,A,N,A
2009734001,2132,Y,388000,3002,1960,2003,1679,1,R,SL,G,M,7,3,2,1,S,2,S,F,C,2,A,A,A,N,A
1801242000,2136,Y,344900,5000,1910,0,1368,2,R,CL,H,W,7,3,1,0,S,1,S,F,N,0,A,A,A,N,A
1904378000,2131,Y,479400,3000,1920,2016,2216,2,R,CL,G,M,7,4,3,1,M,1,M,F,N,0,A,A,A,N,A
1812303000,2136,Y,227300,4045,1957,0,744,1,R,RN,G,M,5,2,1,0,M,1,M,W,C,0,A,A,G,N,A
1701838000,2124,Y,313800,3804,1890,0,1985,2,R,CL,G,A,9,4,1,1,S,1,S,W,N,0,A,A,A,N,A
1806900000,2136,Y,456200,12500,1904,2004,1719,2,R,CL,G,F,7,3,2,0,M,1,M,F,N,0,A,A,G,N,A
1810941000,2136,Y,576500,14206,1929,0,2433,1,R,CN,G,F,9,4,2,1,S,1,S,F,N,1,G,A,A,N,A
2003212000,2132,Y,441200,5006,1951,2011,1628,2,R,CL,G,W,8,3,1,1,N,1,M,W,C,0,A,A,A,N,A
1701926000,2124,Y,293600,3600,1890,1978,1770,2,R,CL,M,M,6,3,2,0,M,1,M,W,N,1,F,A,A,N,A
1809692002,2136,N,436100,7224,1986,0,2083,1,R,RR,G,M,7,3,1,1,M,1,M,E,N,1,G,G,G,N,A
1808503000,2136,Y,375000,6000,1959,0,1440,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A
2007864000,2132,Y,342100,4602,1925,0,1411,1,R,BW,G,W,8,4,1,0,N,1,S,W,N,1,A,A,A,N,P
2006092000,2132,Y,527500,6500,1920,0,1777,1,R,BW,H,F,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1605059000,2124,Y,442800,4624,1927,0,1635,1.5,R,BW,G,M,6,2,1,0,S,1,S,W,N,0,G,A,A,N,A
1102566000,2130,Y,526100,2423,1900,2004,1863,2.5,R,CL,G,M,7,4,3,1,M,1,M,F,C,1,G,G,G,N,F
2008865000,2132,Y,443700,6250,1920,0,1648,2,R,CL,L,A,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2008289000,2132,Y,425400,6375,1934,0,1372,2,R,CL,L,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1904576000,2130,Y,452900,4200,1930,0,1326,1,R,CP,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1804450000,2136,Y,323400,4257,1910,2015,1339,1.5,R,CL,G,W,7,3,1,1,M,1,M,F,N,0,A,A,A,N,A
1806394000,2131,Y,368800,5000,1967,0,1225,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2009544000,2132,Y,425800,4800,1937,1980,1826,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1402251000,2124,N,271500,3574,1900,0,1969,2,R,CL,G,M,9,5,1,1,S,1,S,F,N,0,G,A,A,N,A
2003976001,2132,Y,455900,4500,1940,0,1368,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1811067000,2136,Y,426000,6815,1930,2015,1543,2,R,CL,G,M,6,3,3,0,S,1,S,W,N,0,A,A,G,N,A
1102437000,2130,Y,739300,9520,1899,2001,4804,2.5,R,CL,H,W,13,6,3,1,S,1,M,W,N,0,F,F,A,N,A
1805676000,2131,Y,440900,9215,1920,1987,1027,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
2007919000,2132,Y,446700,5107,1960,0,1634,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,2,A,A,A,N,A
1900214000,2130,Y,576900,2654,1894,0,2588,2,R,CL,G,W,8,4,1,1,N,1,S,W,N,0,F,F,F,N,F
1810783000,2136,Y,479600,12884,1900,1996,2741,2.5,R,CV,M,M,13,6,3,1,S,1,S,F,C,2,A,A,A,N,A
1803561000,2136,N,319400,6300,1920,0,1890,1,R,BW,H,W,6,2,1,0,S,2,N,W,N,1,A,A,A,N,A
1810939000,2136,Y,460900,9840,1974,0,1683,1.5,R,CL,L,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1700398010,2124,Y,262500,3105,1991,0,1322,2,R,SD,G,M,6,3,1,1,M,1,M,E,N,0,A,G,G,N,A
1809888000,2136,Y,369100,5261,1948,0,1848,2,R,CV,G,M,9,4,2,0,S,1,S,F,N,1,A,A,A,N,A
1604990000,2124,Y,378700,3966,1925,0,1560,2,R,CL,H,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,F
2004049000,2132,Y,529400,5189,1951,0,2036,2,R,CL,G,M,7,3,1,1,S,1,S,W,C,1,A,A,A,N,A
1811839000,2136,Y,168600,4800,1920,0,1170,1.5,R,CV,G,M,8,3,1,0,N,1,N,W,N,0,A,F,F,N,F
1403697000,2124,Y,443000,6700,1900,0,2915,2,R,CL,H,M,10,6,2,1,M,1,M,F,N,0,G,G,G,N,A
1900108000,2130,N,958100,2016,1890,0,1818,2,R,RM,M,B,6,3,3,1,M,1,M,W,C,0,G,G,G,N,A
1903538000,2131,Y,354000,4575,1910,1990,1099,1.5,R,CV,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2008833000,2132,Y,475200,3551,1910, ,2108,2,R,CL,G,W,8,4,1,1,S,1,S,W,N,0,F,A,A,N,F
1904911000,2130,Y,511500,5582,1915,2011,1648,2,R,CL,G,U,7,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1904133330,2131,Y,525600,4244,1905,2011,1816,2,R,CL,G,M,7,4,1,1,M,1,M,F,C,0,A,A,G,N,A
1903962000,2131,Y,381500,5752,1987,0,1252,2,R,RE,G,B,5,2,1,1,S,1,S,W,N,1,A,A,A,N,F
1805718000,2131,Y,398800,5098,1924,0,1061,1.5,R,CV,G,W,5,2,1,1,S,1,S,W,N,0,A,A,A,N,G
2003190000,2132,Y,326600,3200,1955,0,1225,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A
2004662000,2131,Y,383400,4392,1945,0,1365,1,R,CP,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A
2006032000,2132,Y,655100,5500,1920,0,2912,2.5,R,CL,G,M,9,5,1,1,M,1,M,W,N,1,A,A,A,N,A
1807876000,2136,Y,309200,6240,1950,1990,1352,1,R,RN,G,M,6,4,1,0,S,1,M,F,N,0,A,A,A,N,A
1807873000,2136,N,388100,6240,1935,1997,1512,2,R,CL,L,M,8,4,2,1,M,1,M,W,N,0,A,A,A,N,A
2001820000,2132,Y,757000,9080,1935,0,2514,2,R,CL,G,M,8,4,3,1,M,1,M,W,C,1,A,A,G,N,A
1903575000,2131,Y,485900,5634,1930,1995,2016,1,R,BW,G,B,6,3,2,0,S,1,S,W,C,1,A,A,A,N,A
1803572000,2136,Y,410300,8400,1950,0,2304,1.5,R,CP,G,W,5,3,1,1,S,1,S,W,N,1,A,A,G,N,A
1808517032,2136,Y,471800,6755,1986,0,1414,1.5,R,CP,G,M,9,4,2,0,M,1,M,F,N,0,A,G,G,N,A
2012220000,2132,Y,383000,5836,1960,0,1469,1.5,R,CP,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1902277000,2130,N,682700,4928,1935,0,1581,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,G,G,G,N,A
1811363000,2136,Y,357400,5000,1955,0,1734,1.5,R,CP,G,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,G
1903407000,2131,Y,419300,6389,1905, ,2432,2,R,CL,G,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A
1702745000,2124,N,258500,4815,1900,0,1133,1.5,R,CV,G,W,6,3,1,1,S,1,S,F,N,0,F,A,A,N,A
1806302001,2131,Y,318900,3453,1950,0,1296,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
2005871000,2132,Y,544000,4924,1925,0,1617,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1806356002,2131,Y,304900,4086,1950,0,944,1,R,RN,G,M,5,2,1,0,S,1,M,W,C,1,A,A,A,N,A
1904792000,2130,Y,583500,4257,1900,1998,2487,2,R,CL,G,A,8,4,1,1,M,1,M,F,N,0,F,G,G,N,A
2012057010,2132,Y,389500,6380,1965,0,1726,1,R,RR,G,M,7,3,1,1,S,2,S,W,N,0,A,A,A,N,A
1603266000,2124,Y,452000,4295,1925,2015,1275,2,R,CL,H,M,6,3,1,0,M,1,M,W,N,0,G,G,G,N,A
1901123040,2130,Y,542300,1982,1910,0,1965,2,R,SD,G,W,8,5,2,1,S,1,S,F,C,1,F,F,F,N,A
1805460000,2131,Y,504600,3770,1929,2011,2009,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,0,A,A,G,N,A
1807134000,2136,Y,332100,5304,1950,0,1322,1.5,R,CP,L,M,8,3,1,1,S,1,S,F,C,1,A,A,A,N,A
1811680000,2136,Y,458400,9000,1972,0,2052,2,R,CL,F,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1703300000,2124,Y,367800,4216,1935,1945,1380,2,R,CL,G,M,7,2,1,1,S,1,S,W,N,1,A,A,G,N,A
1702365000,2124,Y,258800,3710,1890,1970,1816,2,R,CL,M,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2005803000,2132,Y,582200,6950,1914,2011,1946,2,R,CL,G,M,8,4,1,1,M,1,M,W,C,0,A,A,G,N,A
1702159000,2124,Y,322200,4842,1900,0,2093,2,R,CL,G,M,9,6,1,0,S,1,S,F,N,0,A,A,A,N,A
1811690000,2136,Y,374000,5000,1960,0,1469,1.5,R,CP,G,W,7,4,2,0,S,1,S,F,N,1,A,A,A,N,A
1808664000,2136,Y,349700,5000,1966,0,1586,2,R,CL,G,W,9,3,2,0,S,1,M,W,N,1,A,A,A,N,G
1904449000,2131,Y,503500,4726,1915,0,1743,2.5,R,CL,L,M,6,2,1,0,S,1,S,W,N,1,A,A,G,N,G
1801456000,2136,N,326500,4689,1945,0,1248,1.5,R,CP,L,M,7,3,1,1,S,1,S,F,C,0,A,A,A,N,A
1809806000,2136,Y,289400,4260,1935,0,1248,2,R,CL,G,A,8,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1811625000,2136,Y,294700,3459,1935,1974,1288,2,R,CL,H,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1810487000,2136,Y,355400,5100,1940,2008,1344,2,R,CL,G,W,6,3,1,0,S,1,M,W,N,0,A,A,A,N,A
2005033000,2131,Y,408200,3026,1892, ,1564,2,R,CL,G,F,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1807286000,2136,N,306200,5500,1940,0,1318,1.5,R,CP,G,W,7,3,1,0,S,1,S,W,N,1,F,A,A,N,A
2004392000,2132,Y,510600,7703,1935,0,1608,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1702763000,2124,N,322500,7500,1890,1979,1761,2,R,CL,G,M,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A
1811985001,2136,N,374000,5670,1987,0,1194,1,R,RR,G,M,5,3,2,0,M,1,M,P,C,0,A,G,G,N,A
1403488010,2124,Y,237600,3436,2000, ,1550,2.5,R,SD,G,M,7,3,1,0,M,1,M,W,N,0,G,G,G,N,A
2002627000,2132,Y,409900,6600,1931,1990,1446,1,R,BW,H,M,7,3,1,0,S,1,S,W,C,0,A,A,A,N,A
2005204000,2131,Y,576000,5500,1928,0,1853,2,R,CL,G,F,7,3,1,1,M,1,M,W,N,0,G,G,G,N,A
1805115000,2131,Y,419000,3940,1942,0,1786,2,R,CL,L,M,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A
1700861000,2124,Y,529000,11941,1875,0,1990,2,R,CL,G,F,11,5,2,0,M,1,M,F,N,1,A,A,G,N,A
1902347017,2130,Y,876456,7150,1960,2010,1810,1,R,SL,G,M,6,3,2,1,M,1,M,F,C,1,G,G,G,N,A
2000796000,2131,Y,434200,4256,1930,0,1450,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2005847000,2132,Y,643700,4926,1960,0,1873,2,R,CL,G,M,8,4,1,1,M,1,M,W,C,1,A,G,G,N,A
1604419000,2124,N,467500,3000,1920,2001,1380,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,1,A,A,G,N,A
2006797000,2132,N,423300,5390,1934,0,1680,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,F
1801578000,2136,N,330500,4000,1905,0,1456,2,R,CL,G,M,8,4,1,1,S,1,S,F,C,0,A,A,A,N,A
1808249000,2136,Y,358500,5000,1956,2016,1224,1.5,R,CP,G,M,5,3,2,0,M,1,M,W,N,0,A,A,A,N,A
2001087000,2131,Y,425800,5500,1910,2002,1345,2,R,CL,L,W,6,2,1,1,S,1,S,W,N,0,G,A,A,N,A
1601344000,2124,Y,399600,2682,1900,0,2218,2.5,R,CL,G,M,9,5,1,0,S,1,S,W,N,0,A,A,A,N,A
1808189000,2136,Y,360100,6300,1915,2016,1443,2,R,CL,G,M,7,2,1,1,S,1,M,W,N,0,A,A,A,N,A
1809197000,2136,Y,375500,7007,1900,2012,2009,2,R,CL,G,W,6,4,2,0,M,1,M,W,N,0,A,A,G,N,A
1804575000,2131,Y,634900,8000,1900,0,1950,2,R,CL,G,M,7,3,1,2,M,1,M,W,N,0,G,A,G,N,A
1803421000,2136,Y,369200,7335,1920,0,1960,2,R,CL,G,M,9,5,2,0,S,1,S,W,N,0,A,A,A,N,A
1603383000,2124,Y,927500,11685,1885,1998,4386,2.5,R,CL,G,W,12,7,3,1,M,2,M,F,N,5,A,A,G,N,G
1812267025,2136,Y,306800,7608,1950,0,1781,1,R,RR,G,M,7,3,1,1,S,1,S,F,C,0,A,A,A,N,A
1811623000,2136,Y,405000,6327,1948,2003,1476,1.5,R,CP,G,W,5,2,2,0,M,1,M,F,N,1,A,A,G,N,A
2006917000,2132,Y,350600,5400,1949,0,792,1,R,CP,G,W,4,2,1,0,S,1,M,W,N,1,A,A,A,N,A
2007295000,2132,Y,456100,5000,1940,0,1414,1.5,R,CV,G,W,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A
1902684000,2130,Y,528100,8303,1950,0,1056,1,R,RN,G,M,6,2,2,0,S,1,S,W,C,1,A,A,A,N,A
1904371001,2131,Y,410700,5018,1940,0,1224,1.5,R,CP,G,W,11,2,2,0,S,1,M,W,N,0,A,A,A,N,A
2001067000,2131,N,608700,6050,2016, ,1619,2,R,CL,G,F,8,3,2,1,M,1,M,F,C,1,G,G,G,N,A
1811177000,2136,Y,282900,4950,1900,0,1489,2,R,CL,G,A,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2009058000,2132,Y,419500,4965,1963,0,1808,1,R,RR,G,M,6,3,1,1,S,1,S,F,C,1,A,A,A,N,A
2005103000,2131,Y,753400,10000,1930,2012,2650,2,R,CL,G,C,7,4,3,1,M,1,M,F,C,1,G,G,G,N,A
1804081000,2136,N,288100,7033,1950,0,1050,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1807237000,2131,N,291600,3300,1904,1995,2411,2,R,CL,G,M,11,7,1,0,S,1,S,F,N,0,A,A,A,N,F
2001915000,2132,Y,566000,8023,1947,0,1434,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,G,N,A
2008486000,2132,N,322200,3900,1920,0,1020,1,R,BW,G,P,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
2009501000,2132,Y,353600,3800,1927,0,1260,1,R,BW,G,W,7,4,1,0,N,1,N,W,N,0,A,A,A,N,A
2004811000,2131,N,450300,5000,1910,0,1673,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1703572000,2124,Y,592200,7297,1900,0,2289,2,R,CL,H,M,9,4,1,1,M,1,M,W,C,1,A,G,G,N,A
1810189000,2136,Y,427200,11192,1865,0,2300,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
2002967000,2132,Y,291400,5248,1926,0,988,1,R,BW,G,B,5,2,1,0,N,1,N,W,N,1,A,A,A,N,A
2008148000,2132,N,368500,4070,1930,0,1295,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1904876000,2130,Y,440900,4000,1920,0,1575,2,R,CL,L,F,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1702185000,2124,Y,278100,4473,1918,1989,1819,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A
1810975000,2136,N,632600,8260,1899,2011,3507,2,R,CV,G,B,9,4,2,1,M,1,M,W,N,3,A,A,G,N,A
2001924000,2132,Y,528800,5949,1939,0,1683,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,0,A,A,G,N,G
1604660000,2124,Y,428300,3600,1928,0,1458,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1700775000,2124,Y,372400,3949,1900,0,2063,2,R,CL,G,W,9,5,1,0,S,1,S,W,N,1,A,A,A,N,A
2008534000,2132,Y,293900,4000,1954,0,988,1,R,RN,G,M,5,3,1,0,S,1,S,W,C,1,A,A,A,N,A
1805546000,2131,Y,434400,3354,1900,2000,1528,2,R,CL,L,W,8,4,1,1,S,1,M,W,N,0,A,A,A,N,A
2001950000,2132,Y,411200,5570,1930,2012,1288,2,R,CL,H,M,6,3,1,0,M,1,M,W,N,0,A,A,A,N,A
1804761305,2131,Y,516300,8750,1950,0,1514,2,R,CL,G,M,7,3,1,2,S,1,M,W,N,2,A,A,A,N,A
1807047000,2136,N,307300,9235,1940,0,1075,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1804719000,2131,Y,379000,4183,1875,2005,1194,2,R,CL,G,M,6,3,1,0,M,1,M,W,N,0,A,A,A,N,A
2006637000,2132,Y,849900,7830,1910,2005,3201,2,R,CL,L,W,9,5,3,0,M,1,M,F,C,2,A,A,G,N,A
2006336000,2132,Y,459400,4000,1955,2015,1056,1,R,RR,H,W,7,3,2,0,M,1,M,W,N,1,G,G,G,N,A
1806552002,2131,Y,284400,7500,1955,0,768,1,R,CP,G,W,4,1,1,0,S,1,S,W,N,1,A,A,A,N,F
2007774020,2132,Y,628000,8795,1993,0,2219,2,R,CL,G,M,9,4,2,1,S,1,S,W,N,1,A,G,G,N,A
2005891000,2132,Y,611100,6556,1890,0,1645,2,R,CL,G,W,7,4,1,1,M,1,M,W,N,1,A,A,G,N,A
1500875000,2124,N,296200,3625,1900,0,1791,2,R,CL,G,F,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1811142005,2136,Y,295400,6998,1955,1989,864,1,R,RN,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A
2006065000,2132,Y,536600,5000,1904,2014,1568,2,R,CL,G,W,6,3,2,1,M,1,S,W,N,1,G,G,A,N,A
2009124000,2132,Y,355200,5000,1923,0,912,1,R,BW,H,M,5,2,1,0,N,1,S,W,C,0,A,A,A,N,A
1804278000,2136,N,356100,8755,1951,0,1347,2,R,CL,G,M,7,3,1,2,N,1,N,W,N,0,A,A,A,N,A
2011725010,2132,Y,543600,10000,1900,2013,1745,2,R,CL,G,M,7,3,2,0,M,1,M,F,C,0,G,G,G,N,A
2003772000,2132,Y,415300,6117,1938, ,1372,1,R,CP,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1809864000,2136,Y,330300,5220,1950,0,1075,1,R,CP,G,M,9,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1902344001,2130,N,712500,9559,1960,0,1992,1,R,RN,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1809797000,2136,Y,346100,4620,1935,0,1612,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,0,G,A,A,N,A
1902459000,2130,Y,749400,14380,1948,1998,1608,1,R,RN,F,M,5,4,2,0,S,1,S,F,C,1,G,G,G,N,G
1602828000,2124,Y,460000,3240,1900,2016,2107,2,R,CV,G,M,8,5,2,1,M,1,M,W,N,1,G,G,G,N,A
