PID,ZIPCODE,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,YR_REMOD,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_KITCH,R_KITCH_STYLE,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW
1808660000,2136,Y,334700,5000,1961,0,1530,2,R,CL,G,W,8,4,1,1,S,1,S,W,N,1,A,A,A,N,G
2005130019,2131,Y,529100,6000,1965,0,1470,2,R,CL,G,W,7,4,2,1,S,1,S,F,N,2,G,A,A,N,A
2002465000,2132,Y,440800,3692,1930,0,1444,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1704226000,2124,Y,382300,3970,1920,0,1200,2,R,CL,G,M,6,3,1,1,M,1,M,W,N,0,A,A,G,N,A
1604292000,2124,Y,506000,7298,1933,0,1750,2,R,CL,L,B,8,3,1,0,M,1,M,W,N,1,A,A,A,N,A
2010005000,2132,Y,407200,6253,1980,0,1991,1,R,RR,G,F,6,3,1,0,S,1,S,W,C,1,A,A,A,N,A
1811717000,2136,Y,426900,11250,1895,0,2294,2,R,CL,M,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2001908000,2132,Y,537000,6459,1936,2002,1214,1.5,R,CP,G,W,7,3,2,0,M,1,M,W,N,1,A,G,G,N,A
1812325046,2136,Y,344500,6096,1957,1979,2182,1,R,RR,G,M,8,4,1,1,S,1,S,F,C,0,A,A,A,N,A
1702678000,2124,N,340900,6010,1900,1985,2100,2,R,CL,G,M,7,4,2,1,S,1,S,F,N,1,A,A,A,N,A
1903648000,2131,Y,434600,4944,1900,0,1402,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2008771025,2132,Y,414500,6090,1954,0,1459,1.5,R,CP,G,M,6,2,2,0,S,1,S,F,N,0,A,A,A,N,A
1808090000,2136,Y,316600,4850,1939,0,1608,2,R,CL,G,M,7,4,1,1,N,1,S,W,N,0,A,A,A,N,A
1806933000,2136,N,466600,7930,1900,2011,1952,2,R,CL,G,M,10,4,2,0,M,2,M,W,N,0,A,G,G,N,A
2004423000,2132,Y,755100,7148,1930,0,2588,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,G,G,G,N,A
2011508000,2132,Y,300700,2968,1920,2014,965,1.5,R,CP,G,M,5,2,1,0,M,1,M,W,N,0,G,G,G,N,A
1807030000,2136,Y,287400,4085,1950,1994,1560,1,R,RN,G,M,5,3,1,1,M,1,M,F,N,0,A,A,A,N,A
1605002000,2124,Y,509700,5400,1925,2004,1536,2,R,CL,H,W,8,3,1,0,M,1,M,F,C,0,G,G,G,N,A
2010523000,2132,Y,451000,3964,1950,2004,1459,1.5,R,CP,G,M,7,3,2,0,M,1,M,W,N,0,A,G,G,N,A
1903148000,2131,N,420100,4000,1911,0,1374,2,R,CL,G,A,7,3,1,1,S,1,M,F,N,0,A,A,A,N,A
1903243000,2131,Y,318000,3348,1955,0,1276,2,R,CL,G,M,6,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1905035000,2130,Y,517000,3303,1913,0,1396,2,R,CL,L,S,7,4,1,0,M,1,M,W,N,1,G,G,G,N,A
1810163000,2136,N,420300,6823,1950,0,1806,1.5,R,CP,G,W,9,4,1,1,M,1,M,W,N,0,A,A,A,N,A
1810668000,2136,Y,503700,8665,1897,1952,3295,2,R,CL,G,F,10,5,2,0,S,2,S,W,N,3,A,A,A,N,A
2010784006,2132,Y,602500,24677,1960,2010,2601,1.5,R,CV,G,M,8,5,3,0,S,1,N,W,C,0,A,A,A,N,A
2002310000,2132,Y,458800,4650,1930,0,1632,2,R,CL,G,M,8,4,2,1,N,1,S,W,N,1,A,A,A,N,A
1812976000,2136,Y,376200,10017,1900,1980,1355,1.5,R,CV,G,M,7,3,2,0,S,1,S,W,N,0,A,A,G,N,F
1808628000,2136,Y,268300,4890,1940,0,688,1,R,CP,G,A,4,2,1,0,S,1,S,F,N,0,A,A,A,N,A
2002069000,2132,Y,534400,4764,1920,2010,1788,2,R,CL,G,W,7,4,2,0,S,1,M,W,D,1,A,A,A,N,A
1812268045,2136,Y,290700,11475,1950,0,1040,1,R,RR,G,M,7,3,1,0,S,1,S,F,N,1,A,A,A,N,A
2010668000,2132,Y,358000,4250,1924,0,1238,1.5,R,CP,L,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1702420000,2124,Y,239900,3620,1950,0,1044,1,R,RN,H,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1001924000,2130,Y,459500,2800,1910,0,1624,2,R,CL,G,M,7,3,1,0,N,1,N,W,N,0,A,A,F,N,A
1803758000,2136,Y,292600,6452,1945,0,936,1,R,RN,G,M,5,2,1,1,M,1,M,W,N,1,A,A,A,N,F
1405196760,2124,Y,522900,5666,2007, ,2640,2,R,CL,G,F,8,3,3,0,M,1,M,F,C,1,G,G,G,N,A
1806843000,2131,Y,225300,3413,1890,0,1115,1.5,R,CV,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2001300000,2131,Y,451400,4193,1910,0,1970,2,R,CL,L,W,7,4,1,1,S,1,N,W,N,0,A,A,A,N,A
2007010001,2132,Y,450600,5975,1953,0,1470,1,R,RN,G,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2002365000,2132,Y,655200,9000,1935,2014,2072,2,R,CL,G,M,8,3,1,1,S,1,M,W,N,1,A,A,G,N,A
1903073000,2131,Y,380900,3034,1929,0,1446,2,R,CL,H,W,7,3,1,0,S,1,N,W,N,1,F,A,A,N,A
1904265000,2131,Y,374100,4600,1900,0,1320,2,R,CL,G,M,6,3,1,0,N,1,N,W,N,0,A,A,A,N,A
2006680000,2132,Y,511500,7417,1915,0,1387,1.5,R,CP,G,A,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1804433000,2136,Y,350100,7739,1880,0,2216,2,R,CL,M,F,9,4,1,1,S,1,N,W,N,0,F,A,A,N,A
1604422000,2124,Y,442800,3000,1900,0,1732,2,R,CL,H,W,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A
2002206000,2132,Y,589100,7125,1910,0,2052,2,R,CL,G,M,7,4,3,0,S,1,S,W,N,1,A,A,A,N,A
1902951000,2131,Y,404700,5998,1905,2001,1493,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,0,A,A,A,N,A
1902313004,2130,Y,736900,9198,1967,2012,1876,2,R,CL,G,W,7,3,2,1,M,1,S,F,C,1,A,G,G,N,A
2006611005,2132,Y,621800,10168,1955,0,1670,2,R,CL,G,C,7,4,1,1,S,1,S,W,N,1,G,A,A,N,A
2008236000,2132,Y,307700,5502,1939,0,900,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1811472000,2136,N,284600,4839,1935,0,1383,1,R,BW,H,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A
2006937000,2132,Y,474400,5100,1925,0,1755,2.5,R,CL,G,W,6,3,1,0,M,1,S,W,N,1,A,A,A,N,A
1811978000,2136,Y,329000,5871,1950,0,1156,1,R,RN,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2009439002,2132,Y,429700,6518,1975,0,1530,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1805306000,2131,Y,361000,5400,1950,0,960,1,R,RN,G,M,5,3,1,1,S,1,S,W,C,0,A,A,A,N,A
2012060001,2132,Y,374700,6691,1967,0,1863,1,R,RR,G,M,6,3,1,1,S,2,S,W,N,0,A,A,A,N,A
2009397000,2132,Y,470400,6293,1925,0,1400,2,R,CL,H,W,7,3,1,1,S,1,S,W,N,0,G,A,A,N,A
1804160000,2136,Y,243500,5812,1950,0,804,1,R,RN,G,M,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1803906000,2136,Y,273600,3067,1968,0,1254,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1806078000,2131,Y,480400,6770,1900,0,1930,2,R,CL,G,A,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2010826030,2132,Y,375300,4241,1991,0,1800,2,R,SD,G,M,6,3,1,1,S,1,S,F,C,1,A,A,A,N,F
2006505001,2132,Y,452800,5775,1935,0,1265,1.5,R,CP,S,W,6,2,2,0,S,1,S,W,N,1,A,A,A,N,A
1811150010,2136,Y,340200,5297,1976, ,1693,2,R,CL,H,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2002823000,2132,Y,411500,4815,1960,2012,1080,1,R,BW,G,M,5,2,1,1,M,1,M,W,C,0,A,A,G,N,A
1805261000,2131,Y,420900,6000,1924,1963,1500,2,R,CL,G,M,6,2,1,1,S,1,S,F,N,0,A,A,A,N,A
1807289000,2136,Y,438000,11417,1950,0,1066,1,R,CP,G,B,7,2,1,1,S,1,S,W,N,1,G,G,G,N,A
2006284000,2132,Y,351900,3825,1925,0,1344,2,R,CL,G,M,7,2,1,1,S,1,S,W,N,1,A,A,F,N,A
2002168010,2132,N,305400, ,1993, ,2244,2,R,CL,G,M,11,5,2,1,S,1,S,W,N,1,A,A,G,N,A
2005914000,2132,Y,467100,5371,1925,0,1790,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1808384000,2136,Y,274000,5130,1960,0,1056,1,R,RN,G,M,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1103635000,2130,N,713200,3319,2004, ,2304,2,R,CL,G,F,9,4,2,1,M,1,M,F,C,1,G,G,G,N,A
2006534000,2132,Y,687200,10883,1894,0,2758,2,R,CL,G,S,9,5,1,1,S,1,S,W,N,1,F,A,A,N,A
1902928000,2131,Y,451300,5430,1915,1998,1801,2,R,CL,G,W,9,3,1,2,M,1,M,W,N,0,A,A,G,N,F
1600789000,2124,Y,430300,4275,1920,2001,1748,2,R,CL,G,M,7,4,1,1,M,1,M,W,N,0,A,A,G,N,F
1807824020,2136,N,418795,6000,2008, ,2080,2,R,CL,G,F,8,4,2,1,M,1,M,F,C,0,G,G,G,N,A
2009416000,2132,Y,434000,4794,1925,1989,1976,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A
1904342000,2131,Y,395000,2970,1915,0,1213,2,R,CL,H,F,7,3,1,0,S,1,M,W,N,0,A,A,G,N,A
1811998007,2136,Y,372200,4466,1960,0,1176,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1810012001,2136,Y,347200,5755,1964,2015,1326,2,R,CL,G,M,6,3,1,1,S,1,M,W,N,1,A,A,A,N,A
1702601000,2124,Y,306600,4807,1920,0,1310,1,R,BW,G,M,7,3,1,0,S,1,N,W,N,0,A,A,A,N,A
2005416000,2131,Y,447900,2842,1915,2000,1772,2,R,CL,G,W,7,4,1,1,S,1,S,F,N,0,A,A,A,N,A
1807467000,2136,Y,276100,3200,1945,0,992,1,R,BW,H,M,8,4,2,0,S,1,S,W,N,0,A,A,A,N,A
2002917010,2132,Y,577500,6427,1989,0,1740,2,R,CL,G,M,7,4,2,1,M,1,M,P,C,1,A,G,G,N,A
1904513000,2130,Y,447700,4473,1934,0,1746,1.5,R,CP,G,W,8,2,1,1,S,1,S,W,N,1,A,A,A,N,A
1604432000,2124,Y,369300,3000,1940,0,1243,1.5,R,CV,G,M,6,3,1,1,S,1,N,W,N,0,A,A,A,N,A
1810759000,2136,Y,380400,7500,1945,0,1539,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2005479000,2131,Y,472400,7546,1884,0,1857,2,R,CL,G,A,7,3,1,0,S,1,S,W,N,1,F,A,A,N,A
1900893000,2130,Y,668300,4900,1950,0,1274,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2006741000,2132,Y,325600,4585,1938,0,1372,2,R,CL,G,W,6,3,1,1,N,1,N,W,N,1,A,A,F,N,A
2005115004,2131,Y,431500,6600,1955,0,1387,1.5,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1001517000,2130,N,655700,3448,1900,2009,2371,2,R,CL,G,M,6,3,1,0,M,1,M,E,N,0,A,A,A,N,F
1808018001,2136,Y,311600,6522,1868,0,1584,2,R,CL,G,W,8,4,1,1,S,1,S,F,N,1,F,A,A,N,F
1703100000,2124,Y,322000,5018,1949,1997,1209,1,R,RN,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2004591000,2131,Y,482400,5000,1915,0,2072,2,R,CL,G,W,9,4,1,0,S,1,S,W,N,1,A,A,A,N,A
1103530000,2130,Y,519400,5670,1880,0,1117,1.5,R,CP,G,W,6,2,2,0,S,1,S,W,N,0,A,A,A,N,A
2008319000,2132,Y,356600,6244,1958,0,960,1,R,RN,G,W,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1808429000,2136,Y,347500,7306,1955,0,976,1,R,RN,G,M,7,4,2,0,S,1,S,W,N,2,A,A,A,N,A
2005121150,2131,Y,600200,7488,1992,0,1848,2,R,CL,G,F,7,3,2,1,M,1,M,W,C,1,A,A,A,N,A
1806917000,2136,Y,295200,4076,1903,1990,1259,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
2006165000,2132,Y,541600,7000,1920,0,1760,2,R,CL,G,F,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1806937000,2136,N,372600,7386,1900,0,1805,2,R,CL,G,M,9,4,1,0,S,1,S,W,N,0,G,A,A,N,A
2004270000,2132,Y,442000,6278,1965,0,1260,1,R,CP,G,W,6,2,1,1,S,1,S,W,N,1,A,A,A,N,A
1806077000,2131,Y,447300,7338,1932,0,1463,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
2006776000,2132,Y,437200,5785,1940,0,1259,1,R,CP,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1804605000,2131,Y,449300,3757,1920,2010,1488,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,0,A,A,G,N,A
1901474001,2130,Y,662500,1843,1900,2011,2019,2,R,CL,G,C,9,4,2,1,M,1,M,W,C,0,G,G,G,N,A
2009523000,2132,Y,390300,5668,1950,1975,1347,1,R,BW,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
2004973000,2131,Y,492600,5475,1920,2002,1530,2,R,CL,L,F,6,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1103451000,2130,Y,476500,3090,1900,1984,1476,2,R,CL,G,M,6,2,1,1,N,1,N,W,N,0,A,A,A,N,A
2011688000,2132,Y,476100,12972,1892,0,2054,1.5,R,CV,G,F,6,3,3,0,S,1,S,W,N,0,A,A,A,N,A
2011973000,2132,Y,279800,3360,1957,0,1008,1,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A
1703118000,2124,Y,398200,5000,1935,0,1581,2,R,CL,G,M,9,3,1,1,M,1,M,W,N,1,G,A,A,N,A
2008688000,2132,N,376400,4080,1920,2015,962,1,R,BW,G,M,5,2,1,0,M,1,M,W,C,0,A,G,G,N,A
2005701000,2132,Y,421200,3772,1910,0,1684,2,R,CL,G,M,8,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1810655000,2136,Y,511700,9231,1994,0,1872,2,R,CL,G,M,10,3,2,1,M,1,M,W,N,0,G,G,G,N,A
1904138000,2131,Y,527300,9225,1929,0,1899,2,R,CL,G,M,9,3,1,1,S,1,S,W,N,0,G,A,A,N,A
1807310011,2136,Y,333700,4478,1961,0,1500,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1812904000,2136,Y,444100,5036,1996,0,1508,2,R,CL,G,M,6,3,1,1,M,1,M,W,C,0,G,G,G,N,A
2009477000,2132,Y,408600,6620,1950,0,1156,1,R,CP,G,M,7,3,2,1,S,1,S,W,N,1,A,A,A,N,A
2011927000,2132,Y,435700,6000,1980,0,1590,2,R,CL,G,M,7,3,1,1,S,1,S,E,N,0,A,G,G,N,A
1902589000,2130,N,629900,5125,1930,2009,1901,2,R,CL,L,W,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A
2006279000,2132,Y,504500,5250,1930,1991,1520,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,0,G,G,G,N,A
1810160000,2136,Y,308800,5488,1870,2005,1046,2,R,CL,G,M,7,4,2,0,N,1,S,W,N,0,A,A,A,N,A
1812051000,2136,N,433500,7770,1910,0,2267,2,R,CL,G,M,8,4,1,0,S,1,S,F,N,1,A,A,A,N,A
2010516003,2132,Y,281300,5230,1954,0,918,1,R,RN,G,M,5,3,1,0,S,1,S,F,N,0,A,A,A,N,A
1808435000,2136,Y,529300,8175,2001, ,1810,2,R,CV,G,M,10,5,2,1,M,1,M,F,C,1,G,G,G,N,A
2002050000,2132,Y,532200,4263,1925,0,1768,1.5,R,CP,G,M,8,4,2,0,M,1,M,W,N,1,A,G,G,N,A
1002693000,2130,Y,917800,3600,1900,2015,2348,2,R,CL,G,W,10,6,3,0,M,1,M,F,C,0,A,A,G,N,A
1809867000,2136,Y,342300,5220,1950,0,1008,1,R,CP,G,V,7,4,2,0,S,1,M,W,N,0,A,A,A,N,A
2006494000,2132,Y,817000,8143,1892,2013,3084,2,R,CL,H,W,11,5,1,1,M,1,M,F,C,2,A,A,G,N,A
1804695000,2131,Y,495100,8725,1960,0,1530,2,R,CL,G,W,8,4,1,1,S,1,M,W,N,0,A,A,A,N,A
1703700000,2124,Y,517000,4912,1920,2009,1815,2.5,R,CL,G,M,7,2,1,1,M,1,M,F,N,0,G,G,G,N,G
2006510000,2132,Y,523700,6370,1899,2009,1800,2,R,CL,G,W,7,3,1,1,M,1,M,W,N,0,A,A,A,N,A
1810314000,2136,N,375600,9800,1895,1970,1878,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1902547000,2130,Y,675700,5133,1933,2003,1706,2,R,CL,G,W,7,3,2,0,M,1,M,W,N,1,G,G,G,N,G
2007432000,2132,Y,409000,4890,1930,0,1260,2,R,CL,L,M,6,3,1,0,S,1,S,W,C,0,A,A,A,N,A
2010676000,2132,Y,431100,11425,1945,1996,1119,1,R,RN,G,W,6,2,1,1,S,1,S,W,N,2,A,A,A,N,A
1703539000,2124,Y,614200,8823,1900,2015,2376,2,R,CL,G,U,9,4,1,1,M,1,M,F,C,2,G,G,G,N,A
2012057006,2132,Y,427500,7649,1965,1984,1280,1,R,RR,G,M,7,4,1,1,S,2,S,W,C,1,A,A,G,N,A
1904359000,2131,Y,401000,3750,1945,2007,1201,1,R,CP,G,W,6,2,1,1,M,1,M,F,N,0,A,A,G,N,A
2009319000,2132,Y,477500,6772,1900,0,1960,2,R,CL,G,M,8,4,2,0,S,1,S,W,N,0,A,A,A,N,A
1807833000,2136,Y,314000,7500,1950,0,1020,1,R,RN,H,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,G
1900033000,2130,Y,589700,2112,1920,1996,1542,1.5,R,CP,G,M,6,3,2,0,S,1,S,W,C,0,A,A,G,N,A
2005298000,2131,Y,647200,5859,1910,2014,2288,2,R,CL,G,W,8,4,2,0,M,1,M,W,N,1,G,A,A,N,A
1806111000,2131,Y,291200,4500,1942,0,1279,1.5,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,G
2010794000,2132,Y,438400,4718,1940,2014,1380,2,R,CL,G,W,7,3,2,0,M,1,M,W,N,0,A,A,G,N,A
2008717000,2132,N,360200,5500,1935,1967,1116,1,R,BW,H,M,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A
1812268085,2136,Y,288700,7302,1950,0,1507,1,R,RR,G,M,8,4,2,0,S,1,S,F,N,0,A,A,A,N,A
1904493000,2130,N,420500,4245,1939,1996,1224,1.5,R,CP,G,M,6,3,1,0,M,1,M,W,N,1,A,A,G,N,A
1809315000,2136,Y,254200,2961,1880,2000,1763,1.5,R,CL,G,M,9,4,1,0,S,1,S,F,N,0,G,A,A,N,F
1810989000,2136,Y,474800,6716,1970,2004,1647,2,R,CL,G,M,9,4,2,1,M,1,M,W,N,1,A,A,G,N,A
2010954000,2132,Y,365500,6720,1960,2014,1246,1,R,RN,G,M,6,3,2,0,M,1,M,W,C,1,A,A,A,N,A
1604887010,2124,Y,382500,6736,1875,1978,1120,2,R,CL,M,W,6,3,1,0,M,1,M,W,N,0,A,A,A,N,A
2000284000,2131,N,405100,3505,1915,0,1807,2,R,CL,G,W,7,4,1,0,N,1,N,F,N,0,A,A,A,N,A
2008214000,2132,Y,313600,4007,1920,0,900,1,R,BW,H,M,5,2,1,0,N,1,N,W,C,1,A,A,A,N,A
2003521000,2132,Y,484600,5712,1935,0,1816,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1805292000,2131,Y,459000,6490,1900,0,1704,2,R,CL,H,U,8,4,1,1,S,1,S,W,N,0,A,A,A,N,A
1810772003,2136,Y,336000,6250,1950,0,1190,1,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A
1804876000,2131,Y,444300,10803,1941,0,1578,1.5,R,CP,G,W,7,2,1,1,S,1,S,W,N,1,F,A,A,N,A
1804722000,2131,Y,504300,6650,1900,2001,1472,2,R,CL,G,M,7,3,1,1,M,1,S,F,N,0,G,G,G,N,A
2006243000,2132,Y,746100,7263,1987,0,2358,2,R,CN,G,F,8,3,3,1,M,1,M,F,N,2,A,G,G,N,A
1812267013,2136,N,398500,7917,1950,2010,2456,1,R,RR,G,M,8,3,1,0,M,1,M,F,C,0,G,G,A,N,A
1904406000,2131,Y,321400,3000,1920,0,1277,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A
2001539000,2131,Y,438400,4984,1929,0,1352,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1812137000,2136,Y,502100,5500,2002, ,1976,2,R,CL,G,M,10,5,2,1,M,1,M,F,C,0,A,G,G,N,A
2010175000,2132,Y,347000,4042,1955,0,1315,1,R,CP,G,W,6,3,2,0,N,1,S,W,N,1,A,A,A,N,A
2004045000,2132,N,690700,6750,1954,2016,2044,2,R,CL,G,C,8,4,2,1,M,1,M,W,C,2,G,G,G,N,A
1810773003,2136,Y,345900,6546,1964,2016,1006,1,R,TL,G,V,7,3,2,0,S,1,M,W,N,1,A,A,A,N,A
1807224000,2136,Y,309300,4946,1950,0,1433,2,R,CL,G,M,8,3,2,1,N,1,N,W,N,1,A,A,A,N,A
2011160000,2132,Y,320700,1358,1904,0,1598,2,R,CL,G,M,8,1,2,0,S,1,S,W,N,0,A,A,A,N,A
1807264000,2136,Y,273300,5083,1927,0,1566,2,R,CL,G,M,8,5,1,0,N,1,S,W,N,0,A,A,A,N,A
2009939000,2132,Y,395400,3447,1940,1985,1400,2,R,CL,G,M,7,3,1,0,M,1,M,W,N,0,A,A,G,N,A
2003979000,2132,Y,525600,6548,1950,2016,1643,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A
1902347011,2130,Y,807300,8000,1957,0,1790,1,R,RN,G,W,6,3,1,1,S,1,M,W,C,1,A,G,G,N,A
1804717000,2131,Y,448100,5617,1860,2016,1322,2,R,CL,G,M,7,3,2,1,M,1,M,W,N,0,A,A,A,N,A
2000291000,2131,Y,340600,1933,1960,2007,1188,2,R,RE,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1904136000,2131,Y,475800,4462,1900,2011,1560,1.5,R,CV,G,M,8,3,1,1,M,1,M,W,N,0,A,G,G,N,A
2006643015,2132,Y,500200,5893,1950,0,1400,2,R,CL,G,W,6,3,1,1,M,1,M,N,N,1,A,A,G,N,A
2006182000,2132,N,532500,5000,1920,2003,1434,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1903421002,2131,Y,299100,2290,1988,0,1080,2,R,RE,G,M,5,3,1,1,S,1,S,E,N,0,A,A,A,N,A
2009101000,2132,Y,339000,3800,1959,0,1017,1,R,CP,G,M,5,3,1,0,S,1,S,W,C,0,A,A,A,N,A
1810632000,2136,Y,362500,4160,1910,1950,1978,2,R,CL,G,W,8,5,1,0,S,1,S,F,N,0,A,A,A,N,A
2008461000,2132,Y,404100,4166,1940,0,1497,1.5,R,CP,G,W,7,3,2,0,S,1,S,F,N,1,A,A,A,N,A
1806991000,2136,Y,387800,4800,1905,0,1832,2,R,CL,G,M,9,5,1,0,M,1,M,F,N,0,A,A,A,N,A
2003513000,2132,Y,441600,4037,1935,0,1152,2,R,CL,G,M,7,3,1,1,M,1,S,W,N,0,A,A,G,N,A
2002260000,2132,Y,625700,14375,1930,2002,1750,2,R,CL,G,W,7,3,1,1,S,1,M,F,N,1,A,A,A,N,A
1604816000,2124,Y,371700,3467,1930,0,1889,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
2006837000,2132,Y,673400,8434,1934,0,2080,2,R,CL,G,M,8,3,1,1,S,1,S,W,N,1,G,G,A,N,A
1804839000,2131,Y,281700,5024,1957,0,864,1,R,RN,G,M,7,3,1,0,M,1,M,W,N,0,A,A,A,N,A
1902675000,2130,Y,602300,7482,1955,0,1165,1,R,RN,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1903025000,2131,Y,535500,5510,1900,2015,1575,2,R,CL,G,W,7,4,1,1,M,1,M,W,N,0,G,G,G,N,A
1702206000,2124,Y,349300,3338,1910,0,2305,2,R,CL,G,M,9,5,1,1,S,1,M,W,N,0,G,G,A,N,A
1700873000,2124,Y,385400,3192,1890,2006,1714,2.5,R,CL,L,M,8,4,2,0,S,2,M,F,N,0,A,A,A,N,A
2003790000,2132,Y,454100,4879,1938,0,1488,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,G,N,A
2010854000,2132,Y,384500,9820,1943,2011,1306,1.5,R,CP,G,W,6,2,1,0,M,1,S,W,N,1,A,A,A,N,A
1808517027,2136,Y,319700,5218,1959,0,1224,1.5,R,CP,G,W,6,3,2,0,S,1,N,W,N,0,A,A,A,N,A
1902349036,2130,Y,713900,11129,1960,1991,1384,1,R,SL,G,F,8,3,2,0,S,1,M,F,N,1,A,G,G,N,A
2002952000,2132,Y,648700,6110,2001, ,2064,2,R,CL,G,M,7,4,2,1,M,1,M,F,C,1,A,G,G,N,A
1804040000,2136,N,271500,3676,1950,0,1350,2,R,CL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1703097000,2124,N,318900,4646,1950,1965,1156,1,R,RN,G,M,7,3,1,0,M,1,M,W,N,0,A,A,A,N,A
702991040,2124,Y,476800,2290,1999, ,1692,3,R,RM,F,M,5,3,2,1,M,1,M,F,C,0,A,A,G,N,A
1812325041,2136,Y,302200,7373,1955,0,1781,1,R,RR,G,M,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A
1604287000,2124,Y,434100,5000,1955,0,1420,1,R,RN,G,M,6,3,1,1,M,1,M,W,N,2,A,A,A,N,A
2006052000,2132,Y,540200,5537,1925,2016,1825,2,R,CL,G,M,8,4,1,1,M,1,M,W,N,0,A,A,A,N,A
2000398020,2131,N,564200,4050,2006, ,1760,2,R,CL,G,F,7,3,2,1,M,1,M,F,C,1,G,G,G,N,A
2001358000,2131,Y,416200,3854,1913,0,1881,2,R,CL,H,M,7,3,1,0,S,1,S,F,N,0,A,A,A,N,A
2008031000,2132,N,395100,5000,1920,1994,1474,1,R,BW,L,M,4,2,1,0,S,1,M,W,N,0,A,A,A,N,A
